   16 0.1 %
   32 1.4 %
   64 6.5 %
  128 6.7 %
  256 21.0 %
  512 19.5 %
 1024 19.4 %
 2048 12.3 %
 4096 12.8 %
 8192 0.1 %
16384 0.1 %
